Handicapped Parking,Handicapped Parking Permit No. 76170,53
Handicapped Parking,Handicapped Parking Permit No. 78181,53
Handicapped Parking,Handicapped Parking Permit No. 30273 ,53
Handicapped Parking,Handicapped Parking Permit No. 70585,53
Handicapped Parking,Handicapped Parking Permit No. 73735,53
Handicapped Parking,Handicapped Parking Permit No. 52863,53
Handicapped Parking,Handicapped Parking Permit No. 75197,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Paws Chicago - banner,53
Grant(s) of Privilege,"Grant(s) of privilege in public way for Messeresmith, Richard N. - bay windows",53
Grant(s) of Privilege,Awning(s) for Phaze 1,53
Awning(s),Awning(s) for Chicago Ave Smiles,53
Awning(s),Awning(s) for Jimmy John's,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Our Lady of the Resurrection - light fixtures,53
Awning(s),Awning(s) for Chi Bakery and Cafe LLC,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Paws Chicago - signs,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Our Lady of the Resurrection - planters,53
Awning(s),"Awning(s) for Reach for the Stars Child Care Academy, Inc.",53
Residential Permit Parking,Residential permit parking at 9500-9512 S Winchester Ave - remove,53
Awning(s),Awning(s) for West Rogers LLC,53
Awning(s),"Awning(s) for El Rodeo, Inc.",53
Awning(s),Awning(s) for Paws Chicago,53
Awning(s),Awning(s) for Michael Roman and Assoc.,53
Awning(s),Awning(s) for Dim Dim Bakery,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1524 W Howard Ave,53
Awning(s),Awning(s) for Filonek's,53
Awning(s),Awning(s) for Subway Sandwiches & Salads - 6352 N Milwaukee Ave,53
Awning(s),Awning(s) for Koenig & Strey,53
Awning(s),Awning(s) for U. S. Cellular,53
Awning(s),Awning(s) for Agape Development LLC,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2400 W Wabanisa Ave and N Western Ave,53
Awning(s),Awning(s) for Bun Mi,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1741 N Western Ave,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Leona's Pizzeria,53
Awning(s),"Awning(s) for His Stuff, Inc.",53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 3258 S Princeton Ave,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2519 S Halsted St,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Einstein Bros. Bagels No. 2578,53
Awning(s),"Awning(s) for JP Morgan Chase Bank, N.A.",53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 447 S Canal St,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 10126 S Western Ave,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 3512-3516 W 111th St,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1626 S Blue Island Ave,53
Awning(s),"Awning(s) for Lax Shop, Inc., The",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Lockdown,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 215 W 23rd St,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1301 S Halsted St,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Ping Pong,53
Awning(s),"Awning(s) for So Cute & Cozy, Inc.",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Wakamono,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Makisu,53
Awning(s),Awning(s) for Victory's Banner Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Sura,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Gunner's,53
Awning(s),Awning(s) for Jayson Garden,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Abiquiu Cafe, Inc.",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Pizza-Metro,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Chilam Balam,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Sultan's Market,53
Awning(s),Awning(s) for China Doll,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Pick Me Up Cafe,53
Awning(s),Awning(s) for Einstein Bros. Bagels No. 3559,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Fuego Mexican Grill and Margarita Bar,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cullen's Bar And Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Crust Eat Real,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Rodan,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Crepe Town,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Swig,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Pastoral,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Paradise Cantina,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Paddy's Long,53
Awning(s),"Awning(s) for 1633 N Halsted, LLC",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Black Beetle Bar and Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Buena Vista Restaurant,53
Awning(s),Awning(s) for Carniceria Ricardo,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Yango's Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Anthony's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Jaffa Bakery,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Pockets,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Matilda,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Weather Mark Tavern,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Arturo Express,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Johnny O'Hagan's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for 175 Sopraffina Market Caffe LLC,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Wabash Tap,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Sopo,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Third Rail Tavern,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Potbelly Sandwich Works LLC,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Rise Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Lou Malnati's Pizzeria,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cesar's On Broadway,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Wow Bao,53
Handicapped Parking,Handicapped Parking Permit No. 39040,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Blackstone Hotel,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Pizza Rustica, Inc.",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Qdoba Mexica Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cosi,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cozy Noodles And Rice,53
Sidewalk Cafe(s),Sidewalk cafe(s) for I Dream of Falafel,53
Handicapped Parking,Handicapped Parking Permit No. 1202,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 3228 W Fullerton Ave,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Mini Bar,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Brando's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Beggar's Pizza,53
Handicapped Parking,Handicapped Parking Permit No. 38137,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 3817 W Fullerton Ave,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Joy's,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 6689 N Oliphant Ave,53
Handicapped Parking,Handicapped Parking Permit No. 17731,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2827 N Clark St,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2701 W Montrose Ave,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1432 W Irving Park Rd,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Tango Sur,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Rodolfo Di Sapio,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 4030-4038 W George St,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2800 N Christiana Ave,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2118 W Cermak Rd,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1210 W Lake St,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cafe Bionda,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 1320 N Clybourn Ave,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 455 N Milwaukee Ave,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Chant,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Counter-Custom Built, The",53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Leona's Pizzeria, Inc.",53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 2658 N Milwaukee Ave,53
Handicapped Parking,Handicapped Parking Permit No. 30138,53
Loading/Standing/Tow Zone(s),Loading/Standing/Tow Zone(s) at 4028 W Roscoe St,53
Handicapped Parking,Handicapped Parking Permit No. 11554,53
Handicapped Parking,Handicapped Parking Permit No. 18706,53
Handicapped Parking,Handicapped Parking Permit No. 16709,53
Handicapped Parking,Handicapped Parking Permit No. 37351,53
Handicapped Parking,Handicapped Parking Permit No. 43946,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Sensational Bites, Inc.",53
Handicapped Parking,Handicapped Parking Permit No. 69459,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Twist A Tapas Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Julius Meini,53
Handicapped Parking,Handicapped Parking Permit No. 71827,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Penny's Noodle Shop,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Chicago's Barney Stone,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Kathy De's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Nana,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Bridgeport Coffee House Inc,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Original Scoops Chicago, Inc., The",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Valentina Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Jet's Public House,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Haymarket Brewing Company LLC,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Cross Roads Bar and Grill, The",53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Aberdeen Tap, The",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Hops and Barley,53
Sidewalk Cafe(s),Sidewalk cafe(s) for 9 Muses Bar & Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Marrakesh,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Rasmos Inc.,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Karyn's on Green,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Hotdog Express,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Kamehachi of Tokyo,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Fireplace Inn,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Vivo Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cobra Lounge,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Kai Sushi,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Vinnies Sub Shop,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Flo,53
Handicapped Parking,Handicapped Parking Permit No. 70653,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Red Kiva,53
Handicapped Parking,Handicapped Parking Permit No. 76715,53
Sidewalk Cafe(s),Sidewalk cafe(s) for @Spot Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Mel Markons,53
Handicapped Parking,Handicapped Parking Permit No. 76506,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Downtown Gyros and Cafeteria,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Fresh Choice,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Dragonfly Mandarin,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Natalino's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Kyu Sushi Chicago,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Deleece,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Essence of India,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Yin Dee Restaurant,53
Awning(s),Awning(s) for Lan's Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Armand's Pizzeria,53
Awning(s),"Awning(s) for Tam's Construction & Design, Inc",53
Awning(s),Awning(s) for Hashbrowns,53
Zoning Reclassification(s),Zoning Reclassification Map No. 7-H at 1931 W Belmont Ave,53
Awning(s),Awning(s) for Crest Clinic,53
Awning(s),Awning(s) for MBody Massage,53
Awning(s),Awning(s) for Red Mango,53
Awning(s),Awning(s) for Top Nails,53
Handicapped Parking,Handicapped Parking Permit No. 74540,53
Awning(s),Awning(s) for PHO & Co.,53
Awning(s),"Awning(s) for Pilsen Wellness Center, Inc.",53
Sign(s)/Signboard(s),Issuance of permits for sign(s)/signboard(s) at 5600 N Western Ave,61
Handicapped Parking,Handicapped Parking Permit No. 74526,53
Awning(s),"Awning(s) for Brothers Roofing and Construction, Inc.",53
Not-for-Profit Fee Exemption(s),Not-for-profit fee exemption(s) for Chicago Bulls College Prep,53
Handicapped Parking,Handicapped Parking Permit No. 74513,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Awning(s),Awning(s) for Fresh Farms International ,53
Not-for-Profit Fee Exemption(s),Not-for-profit fee exemption(s) for Columbia College,53
Handicapped Parking,Handicapped Parking Permit No. 74514,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Zoning Reclassification(s),"Zoning Reclassification Map No. 4-F at 2030-2048 S Archer Ave, 2001-2015 S Wentworth Ave, 2000-2012 S LaSalle St and 145-159 W Cullerton St",53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Zoning Reclassification(s),Zoning Reclassification Map No. 13-G at 5001-5019 N Sheridan Rd,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 060241,53
Handicapped Parking,Handicapped Parking Permit No. 74531,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 77487,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 77483,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Zoning Reclassification(s),Zoning Reclassification Map No. 19-H at W Howard St and N Ashland Ave,53
Handicapped Parking,Handicapped Parking Permit No. 77291,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 60237,53
Handicapped Parking,Handicapped Parking Permit No. 77489,53
Handicapped Parking,Handicapped Parking Permit No. 78150,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
"",Release of covenant for property at northeast corner of W 18th St and S Canal St,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 73607,53
Zoning Reclassification(s),Zoning Reclassification Map No. 19-H at N Ashland Ave and N Rogers Ave,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 73637,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 73614,53
Senior Citizen Sewer Refund(s),Senior citizen sewer refund(s),53
Handicapped Parking,Handicapped Parking Permit No. 68818,53
Handicapped Parking,Handicapped Parking Permit No. 53662,53
Handicapped Parking,Handicapped Parking Permit No. 74184,53
Handicapped Parking,Handicapped Parking Permit No. 74632,53
Handicapped Parking,Handicapped Parking Permit No. 32583,53
Sign(s)/Signboard(s),Issuance of permits for sign(s)/signboard(s) at 148 W 79th St,61
Handicapped Parking,Handicapped Parking Permit No. 74408,53
Handicapped Parking,Handicapped Parking Permit No. 53702,53
Handicapped Parking,Handicapped Parking Permit No. 16986,53
Sign(s)/Signboard(s),Issuance of permits for sign(s)/signboard(s) at 2403 W Homer St,61
Handicapped Parking,Handicapped Parking Permit No. 72182,53
Handicapped Parking,Handicapped Parking Permit No. 64399,53
Special Event(s) - Issuance of License(s)/Permit(s),Issuance of special event license(s) and/or permit(s) for Ecuador Festival-Sabor a Ecuador,61
Handicapped Parking,Handicapped Parking Permit No. 38208,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Barista Espresso,53
Handicapped Parking,Handicapped Parking Permit No. 73383,53
Handicapped Parking,Handicapped Parking Permit No. 27798,53
Handicapped Parking,Handicapped Parking Permit No. 67360,53
Handicapped Parking,Handicapped Parking Permit No. 71432,53
Honorary Street Designation(s),"Honorary street designation as ""Javier Cisneros Way""",53
Handicapped Parking,Handicapped Parking Permit No. 73393,53
Handicapped Parking,Handicapped Parking Permit No. 76078,53
Handicapped Parking,Handicapped Parking Permit No. 33573,53
Handicapped Parking,Handicapped Parking Permit No. 71380,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Piccolo,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Select,53
Handicapped Parking,Handicapped Parking Permit No. 69415,53
Handicapped Parking,Handicapped Parking Permit No. 46624,53
Handicapped Parking,Handicapped Parking Permit No. 69425,53
Sidewalk Cafe(s),Sidewalk cafe(s) for O'Briens Restaurant and Bar,53
Handicapped Parking,Handicapped Parking Permit No. 71711,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Greek Islands Restaurant,53
Handicapped Parking,Handicapped Parking Permit No. 67457,53
Handicapped Parking,Handicapped Parking Permit No. 73580,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Staropolska Restaurant,53
Special Event(s) - Issuance of License(s)/Permit(s),Issuance of special event license(s) and/or permit(s) for Old St. Patrick's Easter Celebration,53
Handicapped Parking,Handicapped Parking Permit No. 73583,53
Handicapped Parking,Handicapped Parking Permit No. 73587,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Brisku Bistro,53
Handicapped Parking,Handicapped Parking Permit No. 67652,53
Special Event(s) - Waiver of License/Permit Fee(s),Waiver of special event license and/or permit fee(s) for Little Village Chamber of Commerce Festival Cinco de Mayo,61
Sidewalk Cafe(s),Sidewalk cafe(s) for Orange on Roscoe,53
Handicapped Parking,Handicapped Parking Permit No. 27564,53
Handicapped Parking,Handicapped Parking Permit No. 69339,53
Handicapped Parking,Handicapped Parking Permit No. 77328,53
Honorary Street Designation(s),"Honorary street designation as ""Craig Freedman Way""",61
Handicapped Parking,Handicapped Parking Permit No. 76867,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Dee's Place,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Global Coffee and Cargo,53
Honorary Street Designation(s),"Honorary street designation as ""Pope John Paul II Way""",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cafe El Tapatio,53
Handicapped Parking,Handicapped Parking Permit No. 73545,53
Handicapped Parking,Handicapped Parking Permit No. 35021,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Fiesta Uno,53
Handicapped Parking,Handicapped Parking Permit No. 33356,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Whole Foods Market,53
Handicapped Parking,Handicapped Parking Permit No. 13533,53
Special Event(s) - Waiver of License/Permit Fee(s),Waiver of special event license and/or permit fee(s) for Kids and Kites Festival,61
Sidewalk Cafe(s),Sidewalk cafe(s) for Lula Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Ipsento,53
Handicapped Parking,Handicapped Parking Permit No. 47404,53
Handicapped Parking,Handicapped Parking Permit No. 51472,53
Handicapped Parking,Handicapped Parking Permit No. 74566,53
Handicapped Parking,Handicapped Parking Permit No. 30357,53
Handicapped Parking,Handicapped Parking Permit No. 69851,53
Special Event(s) - Waiver of License/Permit Fee(s),Waiver of special event license and/or permit fee(s) for Celebrate Clark Street Festival,61
Sidewalk Cafe(s),Sidewalk cafe(s) for Bistro Grand,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Big Fish,53
Handicapped Parking,Handicapped Parking Permit No. 65080,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cafe Prague,53
Handicapped Parking,Handicapped Parking Permit No. 76897,53
Sign(s)/Signboard(s),Issuance of permits for sign(s)/signboard(s) at 10314 S Michigan Ave,61
Handicapped Parking,Handicapped Parking Permit No. 67443,53
Handicapped Parking,Handicapped Parking Permit No. 75407,53
Handicapped Parking,Handicapped Parking Permit No. 52165,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Wicker Basket Market,53
Handicapped Parking,Handicapped Parking Permit No. 78070,53
Handicapped Parking,Handicapped Parking Permit No. 75408,53
Handicapped Parking,Handicapped Parking Permit No. 78021,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Costello's Sandwiches,53
Handicapped Parking,Handicapped Parking Permit No. 3762,53
Sidewalk Cafe(s),Sidewalk cafe(s) for 33 Club,53
Handicapped Parking,Handicapped Parking Permit No. 71554,53
Issuance of Permits,Issuance of permits to Westtown Chamber of Commerce for garbage cans in public way,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Webster's Wine Bar,53
Handicapped Parking,Handicapped Parking Permit No. 71563,53
Handicapped Parking,Handicapped Parking Permit No. 74941,53
Handicapped Parking,Handicapped Parking Permit No. 65801,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Trattoria Pizzeria Roma ,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Victory's Banner Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for McGee's Tavern and Grille,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Redflame Pizzeria,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cosi,53
Handicapped Parking,Handicapped Parking Permit No. 74678,53
Handicapped Parking,Handicapped Parking Permit No. 78340,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cafe Bernard,53
Handicapped Parking,Handicapped Parking Permit No. 67801,53
Handicapped Parking,Handicapped Parking Permit No. 76923,53
Handicapped Parking,Handicapped Parking Permit No. 68210,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Tarantino's,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Palette Bistro,53
Handicapped Parking,Handicapped Parking Permit No. 9183,53
Handicapped Parking,Handicapped Parking Permit No. 74067,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Four Moon Tavern,53
Handicapped Parking,Handicapped Parking Permit No. 52683,53
Handicapped Parking,Handicapped Parking Permit No. 44754,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cans Bar And Canteen,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Babylon Eatery,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Nohea Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Tavish,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Wishbone Restaurant,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Catering Chocolate,53
Handicapped Parking,Handicapped Parking Permit No. 72282,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Old Town Pizza Pub,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Delightful Pastries,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Frances Rest And Deli Inc,53
Handicapped Parking,Handicapped Parking Permit No. 76758,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Saluki Bar,53
Awning(s),Awning(s) for Chick-Fil-A,53
Awning(s),Awning(s) for Mercedes Benz of Chicago,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Perennial,53
Handicapped Parking,Handicapped Parking Permit No. 44644,53
Sidewalk Cafe(s),Sidewalk cafe(s) for La Sera Cafe,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Annette's Italian Ice,53
Canopy(s),Canopy(s) for Noah's Ark Dollar Plus Store,53
Handicapped Parking,Handicapped Parking Permit No. 74079,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Hi-Tops,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Mama Milano,53
Handicapped Parking,Handicapped Parking Permit No. 77512,53
Sidewalk Cafe(s),"Sidewalk cafe(s) for Black Duck, The",53
Sidewalk Cafe(s),Sidewalk cafe(s) for Sapori,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Vinci,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Lincoln Station,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Adobo Grill,53
Canopy(s),Canopy(s) for Next Randolph & Wells Park,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Clarke's on Lincoln,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Swirlz Cupcakes,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Chick-Fil-A - light fixtures,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Trattoria Gianni,53
Handicapped Parking,Handicapped Parking Permit No. 75866,53
Canopy(s),Canopy(s) for 3520 Lakeshore Dr Condo Assoc,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Lou Malnati's Pizzeria,53
Handicapped Parking,Handicapped Parking Permit No. 75889,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Karyn's Fresh Corner,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Cafe Sushi-Wells,53
Canopy(s),Canopy(s) for One North Dearborn Properties LLC,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Shine Restaurant,53
Canopy(s),Canopy(s) for Grande Noodles,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Sultan's,53
Handicapped Parking,Handicapped Parking Permit No. 71063,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Park Place Condo Assn. - balcony,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Oodles of of Noodles,53
Grant(s) of Privilege,Grant(s) of privilege in public way for Osteria Via Stato - grease basin,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Einstein Bros Bagels No 3426 ,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Einstein Bros Bagels No 1200,53
Not-for-Profit Fee Exemption(s),Not-for-profit fee exemption(s) for VFW Post 1284,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Papa Jack's Bar and Grill,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Bel-Ami Restaurant,53
Handicapped Parking,Handicapped Parking Permit No. 38333,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Starbucks Coffee No 2310,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Rootstock Wine & Beer Bar,53
Sidewalk Cafe(s),Sidewalk cafe(s) for Tizi Melloul,53
